, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
57.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.342, 43.166, 41.809, 43.275, 43.275, 43.275, 45.387, 43.712, 44.126, 1.481, 2.616, 5.539, 6.642, 6.642, 6.642, 7.822, 12.918, 15.860, 5.507, 7.387, 10.531, 11.588, 11.588, 11.588, 12.612, 16.495, 19.263, 1.725, 2.283, 4.369, 2.501, 2.501, 2.501, 1.124, 2.722, 3.194, 49.210, 48.639, 47.565, 47.703, 47.703, 47.703, 47.919, 46.460, 46.039, 100.000, 100.000, 99.984, 100.000, 100.000, 100.000, 99.996, 100.000, 99.999
58.000, 100.000, 100.000, 99.999, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 41.026, 42.671, 41.557, 42.909, 42.909, 42.909, 44.889, 43.404, 43.738, 1.338, 2.438, 5.273, 6.265, 6.265, 6.265, 7.407, 12.392, 15.345, 5.228, 7.092, 10.238, 11.259, 11.259, 11.259, 12.264, 16.133, 18.862, 1.675, 2.215, 4.289, 2.437, 2.437, 2.437, 1.091, 2.666, 3.117, 48.910, 48.365, 47.298, 47.442, 47.442, 47.442, 47.672, 46.220, 45.804, 100.000, 100.000, 99.978, 100.000, 100.000, 100.000, 99.995, 100.000, 99.999
58.500, 100.000, 100.000, 99.997, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.560, 42.244, 41.318, 42.476, 42.476, 42.476, 44.475, 42.976, 43.471, 1.156, 2.210, 4.918, 5.913, 5.913, 5.913, 7.094, 11.941, 14.953, 4.927, 6.812, 9.908, 10.900, 10.900, 10.900, 11.973, 15.802, 18.553, 1.639, 2.157, 4.184, 2.386, 2.386, 2.386, 1.048, 2.581, 3.053, 48.617, 48.099, 47.027, 47.194, 47.194, 47.194, 47.427, 45.975, 45.577, 100.000, 100.000, 99.969, 100.000, 100.000, 100.000, 99.993, 100.000, 99.999
59.000, 100.000, 100.000, 99.994, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 40.217, 41.997, 40.972, 42.069, 42.069, 42.069, 44.088, 42.481, 43.109, 1.104, 1.994, 4.627, 5.560, 5.560, 5.560, 6.679, 11.503, 14.389, 4.733, 6.517, 9.647, 10.639, 10.639, 10.639, 11.656, 15.424, 18.157, 1.572, 2.066, 4.121, 2.309, 2.309, 2.309, 0.999, 2.520, 2.984, 48.324, 47.840, 46.747, 46.938, 46.938, 46.938, 47.169, 45.736, 45.354, 100.000, 100.000, 99.958, 100.000, 100.000, 100.000, 99.990, 100.000, 99.999
59.500, 100.000, 100.000, 99.992, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.833, 41.612, 40.614, 41.743, 41.743, 41.743, 43.798, 42.133, 42.815, 0.974, 1.790, 4.322, 5.170, 5.170, 5.170, 6.303, 11.078, 13.899, 4.502, 6.275, 9.348, 10.311, 10.311, 10.311, 11.345, 15.068, 17.792, 1.496, 2.003, 4.003, 2.237, 2.237, 2.237, 0.966, 2.444, 2.911, 48.033, 47.579, 46.460, 46.694, 46.694, 46.694, 46.911, 45.494, 45.130, 100.000, 100.000, 99.950, 100.000, 100.000, 100.000, 99.988, 100.000, 99.998
60.000, 100.000, 100.000, 99.989, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.448, 41.130, 40.388, 41.445, 41.445, 41.445, 43.494, 41.785, 42.427, 0.844, 1.625, 3.980, 4.856, 4.856, 4.856, 5.888, 10.552, 13.384, 4.308, 6.022, 9.013, 9.977, 9.977, 9.977, 11.002, 14.664, 17.427, 1.442, 1.935, 3.891, 2.151, 2.151, 2.151, 0.922, 2.375, 2.830, 47.749, 47.324, 46.182, 46.450, 46.450, 46.450, 46.647, 45.259, 44.907, 100.000, 100.000, 99.936, 100.000, 100.000, 100.000, 99.986, 100.000, 99.998
60.500, 100.000, 100.000, 99.987, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 39.078, 40.855, 40.029, 41.147, 41.147, 41.147, 43.122, 41.544, 42.146, 0.714, 1.371, 3.689, 4.529, 4.529, 4.529, 5.574, 10.202, 12.931, 4.045, 5.706, 8.636, 9.649, 9.649, 9.649, 10.691, 14.405, 17.057, 1.383, 1.858, 3.786, 2.104, 2.104, 2.104, 0.878, 2.318, 2.770, 47.455, 47.068, 45.895, 46.201, 46.201, 46.201, 46.379, 45.022, 44.680, 100.000, 100.000, 99.921, 100.000, 100.000, 100.000, 99.981, 100.000, 99.997
61.000, 100.000, 100.000, 99.981, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.707, 40.498, 39.697, 40.876, 40.876, 40.876, 42.859, 41.223, 41.852, 0.675, 1.219, 3.422, 4.302, 4.302, 4.302, 5.173, 9.663, 12.453, 3.862, 5.479, 8.375, 9.372, 9.372, 9.372, 10.363, 14.033, 16.697, 1.343, 1.809, 3.702, 2.036, 2.036, 2.036, 0.851, 2.242, 2.697, 47.155, 46.808, 45.612, 45.944, 45.944, 45.944, 46.119, 44.780, 44.445, 100.000, 100.000, 99.908, 100.000, 100.000, 100.000, 99.978, 100.000, 99.997
61.500, 100.000, 100.000, 99.976, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.447, 40.140, 39.365, 40.483, 40.483, 40.483, 42.472, 40.929, 41.584, 0.545, 1.041, 3.068, 3.925, 3.925, 3.925, 4.783, 9.087, 12.060, 3.647, 5.200, 8.035, 9.054, 9.054, 9.054, 9.995, 13.614, 16.388, 1.293, 1.727, 3.594, 1.989, 1.989, 1.989, 0.818, 2.169, 2.600, 46.858, 46.534, 45.328, 45.690, 45.690, 45.690, 45.857, 44.525, 44.201, 100.000, 100.000, 99.894, 100.000, 100.000, 100.000, 99.972, 100.000, 99.994
62.000, 100.000, 100.000, 99.971, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 38.186, 39.755, 39.020, 40.076, 40.076, 40.076, 42.017, 40.607, 41.303, 0.455, 0.940, 2.852, 3.573, 3.573, 3.573, 4.419, 8.775, 11.460, 3.410, 4.942, 7.757, 8.705, 8.705, 8.705, 9.709, 13.324, 15.947, 1.231, 1.696, 3.517, 1.934, 1.934, 1.934, 0.780, 2.104, 2.551, 46.547, 46.260, 45.041, 45.426, 45.426, 45.426, 45.575, 44.258, 43.942, 99.999, 100.000, 99.879, 100.000, 100.000, 100.000, 99.965, 100.000, 99.993
62.500, 100.000, 100.000, 99.965, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 37.816, 39.329, 38.727, 39.683, 39.683, 39.683, 41.602, 40.273, 40.995, 0.403, 0.800, 2.611, 3.321, 3.321, 3.321, 4.118, 8.424, 11.043, 3.200, 4.673, 7.469, 8.445, 8.445, 8.445, 9.439, 13.030, 15.617, 1.195, 1.628, 3.426, 1.840, 1.840, 1.840, 0.758, 2.044, 2.475, 46.230, 45.971, 44.758, 45.155, 45.155, 45.155, 45.289, 43.990, 43.685, 99.999, 100.000, 99.863, 100.000, 100.000, 100.000, 99.960, 100.000, 99.990
63.000, 100.000, 100.000, 99.958, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 37.363, 38.985, 38.435, 39.398, 39.398, 39.398, 41.215, 40.005, 40.634, 0.325, 0.749, 2.345, 3.044, 3.044, 3.044, 3.817, 7.886, 10.614, 2.931, 4.447, 7.197, 8.121, 8.121, 8.121, 9.112, 12.611, 15.227, 1.145, 1.555, 3.318, 1.759, 1.759, 1.759, 0.682, 1.991, 2.390, 45.928, 45.680, 44.451, 44.865, 44.865, 44.865, 45.003, 43.721, 43.411, 99.999, 100.000, 99.844, 100.000, 100.000, 100.000, 99.954, 99.999, 99.988
63.500, 100.000, 100.000, 99.947, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 37.047, 38.655, 38.143, 39.073, 39.073, 39.073, 40.898, 39.684, 40.286, 0.260, 0.571, 2.142, 2.768, 2.768, 2.768, 3.415, 7.385, 10.026, 2.716, 4.141, 6.888, 7.809, 7.809, 7.809, 8.769, 12.228, 14.735, 1.100, 1.506, 3.259, 1.729, 1.729, 1.729, 0.655, 1.931, 2.337, 45.611, 45.389, 44.164, 44.585, 44.585, 44.585, 44.716, 43.446, 43.132, 99.998, 100.000, 99.827, 100.000, 100.000, 100.000, 99.944, 99.999, 99.985
64.000, 100.000, 100.000, 99.938, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 36.690, 38.284, 37.837, 38.774, 38.774, 38.774, 40.566, 39.310, 39.872, 0.221, 0.533, 1.939, 2.529, 2.529, 2.529, 3.076, 7.035, 9.634, 2.582, 3.883, 6.611, 7.527, 7.527, 7.527, 8.422, 11.907, 14.456, 1.051, 1.442, 3.196, 1.678, 1.678, 1.678, 0.644, 1.858, 2.289, 45.284, 45.087, 43.870, 44.303, 44.303, 44.303, 44.427, 43.166, 42.846, 99.997, 100.000, 99.805, 100.000, 100.000, 100.000, 99.935, 99.999, 99.979
64.500, 100.000, 100.000, 99.927, 100.000, 100.000, 100.000, 99.999, 100.000, 100.000, 36.430, 38.009, 37.611, 38.381, 38.381, 38.381, 40.180, 38.922, 39.684, 0.156, 0.419, 1.661, 2.290, 2.290, 2.290, 2.837, 6.647, 9.094, 2.377, 3.604, 6.271, 7.178, 7.178, 7.178, 8.136, 11.519, 14.076, 1.006, 1.402, 3.105, 1.614, 1.614, 1.614, 0.617, 1.801, 2.224, 44.962, 44.778, 43.550, 44.006, 44.006, 44.006, 44.117, 42.875, 42.547, 99.995, 100.000, 99.775, 100.000, 100.000, 100.000, 99.924, 99.999, 99.977
65.000, 100.000, 100.000, 99.905, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 35.991, 37.679, 37.292, 38.042, 38.042, 38.042, 39.820, 38.708, 39.350, 0.117, 0.356, 1.496, 1.975, 1.975, 1.975, 2.574, 6.209, 8.616, 2.173, 3.430, 5.993, 6.902, 6.902, 6.902, 7.793, 11.188, 13.700, 0.948, 1.334, 3.032, 1.575, 1.575, 1.575, 0.589, 1.757, 2.139, 44.631, 44.462, 43.217, 43.692, 43.692, 43.692, 43.794, 42.571, 42.260, 99.995, 100.000, 99.745, 100.000, 100.000, 100.000, 99.914, 99.999, 99.971
65.500, 100.000, 100.000, 99.881, 100.000, 100.000, 100.000, 99.998, 100.000, 100.000, 35.565, 37.335, 37.040, 37.812, 37.812, 37.812, 39.517, 38.373, 39.042, 0.078, 0.305, 1.356, 1.799, 1.799, 1.799, 2.298, 5.695, 8.200, 2.012, 3.224, 5.731, 6.631, 6.631, 6.631, 7.508, 10.774, 13.391, 0.898, 1.280, 2.969, 1.498, 1.498, 1.498, 0.562, 1.692, 2.078, 44.293, 44.138, 42.872, 43.370, 43.370, 43.370, 43.468, 42.260, 41.949, 99.994, 100.000, 99.708, 100.000, 100.000, 100.000, 99.898, 99.998, 99.967
66.000, 100.000, 100.000, 99.853, 100.000, 100.000, 100.000, 99.996, 100.000, 100.000, 35.044, 36.964, 36.748, 37.527, 37.527, 37.527, 39.144, 38.025, 38.815, 0.039, 0.229, 1.192, 1.547, 1.547, 1.547, 2.009, 5.382, 7.795, 1.780, 3.030, 5.465, 6.333, 6.333, 6.333, 7.243, 10.500, 13.046, 0.885, 1.216, 2.861, 1.443, 1.443, 1.443, 0.497, 1.656, 2.018, 43.944, 43.805, 42.508, 43.040, 43.040, 43.040, 43.135, 41.941, 41.634, 99.991, 100.000, 99.665, 100.000, 100.000, 100.000, 99.879, 99.998, 99.963
66.500, 100.000, 100.000, 99.823, 100.000, 100.000, 100.000, 99.995, 100.000, 100.000, 34.687, 36.482, 36.469, 37.161, 37.161, 37.161, 38.840, 37.771, 38.427, 0.000, 0.178, 1.014, 1.296, 1.296, 1.296, 1.657, 5.019, 7.354, 1.592, 2.724, 5.166, 6.057, 6.057, 6.057, 6.854, 10.117, 12.671, 0.831, 1.171, 2.780, 1.392, 1.392, 1.392, 0.480, 1.587, 1.941, 43.583, 43.457, 42.162, 42.694, 42.694, 42.694, 42.781, 41.611, 41.328, 99.989, 99.999, 99.618, 99.999, 99.999, 99.999, 99.853, 99.998, 99.955
67.000, 100.000, 100.000, 99.789, 100.000, 100.000, 100.000, 99.993, 100.000, 100.000, 34.248, 36.125, 36.176, 36.781, 36.781, 36.781, 38.481, 37.463, 38.159, 0.000, 0.140, 0.862, 1.069, 1.069, 1.069, 1.507, 4.469, 6.827, 1.425, 2.476, 4.852, 5.734, 5.734, 5.734, 6.594, 9.745, 12.195, 0.799, 1.126, 2.728, 1.349, 1.349, 1.349, 0.458, 1.543, 1.892, 43.231, 43.096, 41.811, 42.335, 42.335, 42.335, 42.421, 41.293, 41.013, 99.987, 99.999, 99.574, 99.999, 99.999, 99.999, 99.828, 99.998, 99.949
67.500, 100.000, 100.000, 99.757, 100.000, 100.000, 100.000, 99.992, 100.000, 100.000, 33.974, 35.809, 35.937, 36.375, 36.375, 36.375, 38.108, 37.142, 37.838, 0.000, 0.114, 0.710, 0.969, 0.969, 0.969, 1.255, 4.181, 6.447, 1.237, 2.308, 4.601, 5.452, 5.452, 5.452, 6.220, 9.435, 11.870, 0.746, 1.067, 2.661, 1.310, 1.310, 1.310, 0.447, 1.474, 1.864, 42.872, 42.727, 41.466, 42.001, 42.001, 42.001, 42.075, 40.974, 40.692, 99.981, 99.998, 99.532, 99.998, 99.998, 99.998, 99.806, 99.996, 99.941
68.000, 99.998, 100.000, 99.731, 100.000, 100.000, 100.000, 99.990, 100.000, 100.000, 33.658, 35.410, 35.618, 36.185, 36.185, 36.185, 37.707, 36.888, 37.503, 0.000, 0.089, 0.646, 0.855, 0.855, 0.855, 1.117, 3.780, 5.993, 1.119, 2.129, 4.308, 5.181, 5.181, 5.181, 5.945, 9.088, 11.480, 0.701, 1.013, 2.588, 1.238, 1.238, 1.238, 0.404, 1.418, 1.803, 42.513, 42.360, 41.122, 41.659, 41.659, 41.659, 41.733, 40.654, 40.387, 99.972, 99.996, 99.487, 99.997, 99.997, 99.997, 99.776, 99.994, 99.931
68.500, 99.996, 100.000, 99.701, 100.000, 100.000, 100.000, 99.984, 100.000, 100.000, 33.315, 35.190, 35.406, 35.873, 35.873, 35.873, 37.362, 36.580, 37.276, 0.000, 0.051, 0.570, 0.667, 0.667, 0.667, 0.879, 3.430, 5.552, 0.914, 1.955, 4.104, 4.822, 4.822, 4.822, 5.623, 8.757, 11.059, 0.674, 0.972, 2.504, 1.182, 1.182, 1.182, 0.371, 1.377, 1.731, 42.142, 41.991, 40.805, 41.333, 41.333, 41.333, 41.387, 40.347, 40.087, 99.958, 99.995, 99.446, 99.997, 99.997, 99.997, 99.744, 99.992, 99.921
69.000, 99.992, 100.000, 99.678, 100.000, 100.000, 100.000, 99.980, 100.000, 100.000, 32.931, 34.791, 35.140, 35.480, 35.480, 35.480, 36.975, 36.192, 36.955, 0.000, 0.013, 0.456, 0.503, 0.503, 0.503, 0.728, 3.029, 5.062, 0.769, 1.718, 3.805, 4.545, 4.545, 4.545, 5.343, 8.405, 10.638, 0.656, 0.936, 2.473, 1.153, 1.153, 1.153, 0.360, 1.321, 1.642, 41.788, 41.632, 40.471, 40.995, 40.995, 40.995, 41.046, 40.033, 39.792, 99.934, 99.991, 99.401, 99.996, 99.996, 99.996, 99.707, 99.991, 99.907
69.500, 99.987, 100.000, 99.653, 100.000, 100.000, 100.000, 99.975, 100.000, 100.000, 32.437, 34.543, 34.835, 35.249, 35.249, 35.249, 36.699, 35.925, 36.647, 0.000, 0.000, 0.292, 0.465, 0.465, 0.465, 0.615, 2.616, 4.682, 0.640, 1.475, 3.491, 4.264, 4.264, 4.264, 5.083, 8.038, 10.293, 0.633, 0.886, 2.396, 1.106, 1.106, 1.106, 0.306, 1.288, 1.597, 41.415, 41.277, 40.147, 40.663, 40.663, 40.663, 40.718, 39.720, 39.484, 99.902, 99.988, 99.355, 99.994, 99.994, 99.994, 99.668, 99.988, 99.898
70.000, 99.981, 100.000, 99.622, 100.000, 100.000, 100.000, 99.969, 100.000, 100.000, 32.080, 34.172, 34.556, 34.951, 34.951, 34.951, 36.354, 35.510, 36.513, 0.000, 0.000, 0.254, 0.390, 0.390, 0.390, 0.439, 2.241, 4.179, 0.516, 1.296, 3.230, 3.962, 3.962, 3.962, 4.782, 7.635, 9.852, 0.584, 0.836, 2.323, 1.059, 1.059, 1.059, 0.289, 1.216, 1.549, 41.053, 40.918, 39.814, 40.333, 40.333, 40.333, 40.385, 39.419, 39.199, 99.877, 99.986, 99.310, 99.993, 99.993, 99.993, 99.620, 99.985, 99.884
70.500, 99.977, 100.000, 99.597, 100.000, 100.000, 100.000, 99.960, 100.000, 100.000, 31.737, 33.760, 34.237, 34.639, 34.639, 34.639, 35.870, 35.256, 36.286, 0.000, 0.000, 0.241, 0.302, 0.302, 0.302, 0.377, 1.903, 3.898, 0.398, 1.128, 3.010, 3.743, 3.743, 3.743, 4.502, 7.278, 9.568, 0.534, 0.782, 2.253, 1.012, 1.012, 1.012, 0.256, 1.187, 1.508, 40.700, 40.569, 39.494, 40.011, 40.011, 40.011, 40.056, 39.124, 38.907, 99.849, 99.982, 99.254, 99.992, 99.992, 99.992, 99.570, 99.981, 99.870
71.000, 99.973, 100.000, 99.570, 100.000, 100.000, 100.000, 99.949, 100.000, 100.000, 31.435, 33.388, 33.918, 34.192, 34.192, 34.192, 35.511, 35.015, 35.991, 0.000, 0.000, 0.177, 0.189, 0.189, 0.189, 0.276, 1.690, 3.518, 0.301, 0.975, 2.806, 3.461, 3.461, 3.461, 4.169, 7.009, 9.193, 0.516, 0.755, 2.186, 0.973, 0.973, 0.973, 0.235, 1.139, 1.468, 40.329, 40.220, 39.158, 39.682, 39.682, 39.682, 39.723, 38.815, 38.617, 99.820, 99.976, 99.193, 99.990, 99.990, 99.990, 99.510, 99.975, 99.857
71.500, 99.968, 100.000, 99.537, 100.000, 100.000, 100.000, 99.938, 100.000, 100.000, 31.120, 33.141, 33.626, 33.948, 33.948, 33.948, 35.221, 34.653, 35.670, 0.000, 0.000, 0.152, 0.164, 0.164, 0.164, 0.188, 1.352, 3.052, 0.188, 0.811, 2.575, 3.211, 3.211, 3.211, 3.910, 6.647, 8.767, 0.485, 0.728, 2.110, 0.926, 0.926, 0.926, 0.213, 1.099, 1.399, 39.991, 39.877, 38.815, 39.359, 39.359, 39.359, 39.399, 38.506, 38.330, 99.786, 99.965, 99.134, 99.985, 99.985, 99.985, 99.454, 99.966, 99.840
72.000, 99.961, 100.000, 99.510, 100.000, 100.000, 100.000, 99.922, 100.000, 99.999, 30.735, 32.783, 33.440, 33.717, 33.717, 33.717, 34.917, 34.413, 35.389, 0.000, 0.000, 0.025, 0.126, 0.126, 0.126, 0.138, 1.014, 2.635, 0.134, 0.690, 2.334, 2.940, 2.940, 2.940, 3.645, 6.264, 8.407, 0.463, 0.683, 2.054, 0.888, 0.888, 0.888, 0.202, 1.050, 1.346, 39.653, 39.538, 38.494, 39.037, 39.037, 39.037, 39.070, 38.197, 38.040, 99.755, 99.958, 99.072, 99.980, 99.980, 99.980, 99.389, 99.959, 99.819
72.500, 99.956, 100.000, 99.478, 100.000, 100.000, 100.000, 99.907, 100.000, 99.998, 30.392, 32.536, 33.147, 33.419, 33.419, 33.419, 34.586, 34.158, 35.082, 0.000, 0.000, 0.000, 0.088, 0.088, 0.088, 0.100, 0.826, 2.341, 0.097, 0.522, 2.052, 2.669, 2.669, 2.669, 3.385, 5.891, 8.072, 0.436, 0.647, 1.977, 0.837, 0.837, 0.837, 0.186, 1.014, 1.290, 39.324, 39.201, 38.159, 38.706, 38.706, 38.706, 38.747, 37.905, 37.755, 99.712, 99.948, 99.002, 99.974, 99.974, 99.974, 99.329, 99.948, 99.801
73.000, 99.947, 100.000, 99.437, 100.000, 100.000, 100.000, 99.887, 100.000, 99.997, 29.912, 32.068, 32.868, 33.094, 33.094, 33.094, 34.254, 33.877, 34.787, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.063, 0.626, 2.047, 0.048, 0.385, 1.811, 2.424, 2.424, 2.424, 3.048, 5.545, 7.732, 0.400, 0.610, 1.907, 0.798, 0.798, 0.798, 0.164, 0.977, 1.241, 38.991, 38.875, 37.828, 38.377, 38.377, 38.377, 38.441, 37.607, 37.477, 99.665, 99.936, 98.927, 99.965, 99.965, 99.965, 99.256, 99.936, 99.776
73.500, 99.937, 100.000, 99.402, 100.000, 100.000, 100.000, 99.866, 99.999, 99.996, 29.555, 31.766, 32.642, 32.782, 32.782, 32.782, 33.854, 33.570, 34.573, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.050, 0.501, 1.569, 0.038, 0.269, 1.534, 2.163, 2.163, 2.163, 2.741, 5.198, 7.271, 0.355, 0.579, 1.851, 0.777, 0.777, 0.777, 0.131, 0.941, 1.193, 38.654, 38.546, 37.490, 38.061, 38.061, 38.061, 38.120, 37.310, 37.190, 99.610, 99.922, 98.851, 99.954, 99.954, 99.954, 99.181, 99.918, 99.752
74.000, 99.926, 99.997, 99.364, 99.998, 99.998, 99.998, 99.840, 99.998, 99.995, 29.267, 31.491, 32.443, 32.511, 32.511, 32.511, 33.522, 33.356, 34.332, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.025, 0.350, 1.299, 0.027, 0.211, 1.340, 1.913, 1.913, 1.913, 2.523, 4.878, 6.901, 0.337, 0.538, 1.781, 0.738, 0.738, 0.738, 0.120, 0.897, 1.164, 38.322, 38.208, 37.162, 37.743, 37.743, 37.743, 37.796, 36.995, 36.904, 99.556, 99.899, 98.770, 99.937, 99.937, 99.937, 99.097, 99.899, 99.729
74.500, 99.913, 99.993, 99.334, 99.996, 99.996, 99.996, 99.813, 99.996, 99.991, 28.952, 31.119, 32.098, 32.199, 32.199, 32.199, 33.218, 33.088, 34.065, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.275, 1.079, 0.005, 0.121, 1.152, 1.668, 1.668, 1.668, 2.290, 4.604, 6.536, 0.323, 0.502, 1.718, 0.704, 0.704, 0.704, 0.120, 0.864, 1.116, 37.990, 37.870, 36.831, 37.436, 37.436, 37.436, 37.485, 36.676, 36.621, 99.495, 99.868, 98.694, 99.919, 99.919, 99.919, 99.008, 99.876, 99.696
75.000, 99.894, 99.990, 99.296, 99.992, 99.992, 99.992, 99.788, 99.992, 99.989, 28.554, 30.803, 31.898, 31.860, 31.860, 31.860, 32.859, 32.861, 33.851, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.200, 0.833, 0.000, 0.074, 0.979, 1.449, 1.449, 1.449, 2.004, 4.231, 6.150, 0.310, 0.470, 1.659, 0.657, 0.657, 0.657, 0.093, 0.828, 1.071, 37.645, 37.543, 36.498, 37.106, 37.106, 37.106, 37.179, 36.359, 36.336, 99.431, 99.837, 98.605, 99.898, 99.898, 99.898, 98.926, 99.853, 99.666
75.500, 99.869, 99.986, 99.249, 99.990, 99.990, 99.990, 99.756, 99.990, 99.986, 28.170, 30.501, 31.620, 31.521, 31.521, 31.521, 32.541, 32.539, 33.530, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.100, 0.601, 0.000, 0.042, 0.806, 1.256, 1.256, 1.256, 1.771, 3.900, 5.801, 0.260, 0.439, 1.579, 0.636, 0.636, 0.636, 0.082, 0.780, 1.011, 37.311, 37.191, 36.175, 36.779, 36.779, 36.779, 36.872, 36.037, 36.039, 99.355, 99.797, 98.503, 99.869, 99.869, 99.869, 98.825, 99.822, 99.634
76.000, 99.843, 99.982, 99.211, 99.988, 99.988, 99.988, 99.722, 99.986, 99.981, 27.827, 30.171, 31.301, 31.304, 31.304, 31.304, 32.086, 32.218, 33.275, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.050, 0.503, 0.000, 0.021, 0.628, 1.037, 1.037, 1.037, 1.501, 3.590, 5.471, 0.234, 0.411, 1.519, 0.602, 0.602, 0.602, 0.065, 0.759, 0.966, 36.970, 36.844, 35.846, 36.458, 36.458, 36.458, 36.562, 35.723, 35.733, 99.275, 99.755, 98.405, 99.835, 99.835, 99.835, 98.730, 99.785, 99.594
76.500, 99.819, 99.978, 99.166, 99.982, 99.982, 99.982, 99.686, 99.981, 99.977, 27.511, 29.882, 31.008, 31.006, 31.006, 31.006, 31.782, 31.978, 32.994, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.368, 0.000, 0.011, 0.466, 0.808, 0.808, 0.808, 1.293, 3.243, 5.172, 0.207, 0.384, 1.488, 0.576, 0.576, 0.576, 0.055, 0.723, 0.930, 36.639, 36.522, 35.535, 36.135, 36.135, 36.135, 36.257, 35.392, 35.423, 99.196, 99.704, 98.299, 99.792, 99.792, 99.792, 98.622, 99.737, 99.555
77.000, 99.791, 99.973, 99.113, 99.978, 99.978, 99.978, 99.643, 99.975, 99.973, 27.209, 29.662, 30.703, 30.626, 30.626, 30.626, 31.436, 31.616, 32.713, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.270, 0.000, 0.005, 0.277, 0.652, 0.652, 0.652, 1.080, 2.902, 4.787, 0.189, 0.344, 1.415, 0.534, 0.534, 0.534, 0.044, 0.662, 0.881, 36.296, 36.182, 35.211, 35.800, 35.800, 35.800, 35.939, 35.076, 35.116, 99.113, 99.654, 98.177, 99.741, 99.741, 99.741, 98.497, 99.681, 99.515
77.500, 99.764, 99.967, 99.053, 99.974, 99.974, 99.974, 99.591, 99.969, 99.966, 26.880, 29.167, 30.357, 30.328, 30.328, 30.328, 31.091, 31.309, 32.473, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.147, 0.000, 0.000, 0.178, 0.521, 0.521, 0.521, 0.909, 2.591, 4.457, 0.171, 0.316, 1.359, 0.495, 0.495, 0.495, 0.027, 0.642, 0.845, 35.954, 35.834, 34.875, 35.463, 35.463, 35.463, 35.615, 34.760, 34.809, 99.029, 99.584, 98.040, 99.686, 99.686, 99.686, 98.360, 99.623, 99.465
