, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
34.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.818, 30.837, 31.370, 30.933, 30.933, 30.933, 30.507, 31.125, 32.065, 14.840, 16.599, 18.291, 18.792, 18.792, 18.792, 19.325, 20.906, 22.680, 16.139, 18.706, 20.430, 20.932, 20.932, 20.932, 21.362, 22.640, 24.196, 2.067, 2.132, 3.276, 2.221, 2.221, 2.221, 1.409, 2.320, 2.388, 19.898, 19.890, 20.563, 19.866, 19.866, 19.866, 19.111, 19.851, 19.863, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.800, 30.813, 31.352, 30.921, 30.921, 30.921, 30.466, 31.053, 32.047, 14.782, 16.552, 18.219, 18.746, 18.746, 18.746, 19.253, 20.856, 22.624, 16.076, 18.643, 20.367, 20.885, 20.885, 20.885, 21.310, 22.614, 24.149, 2.057, 2.123, 3.264, 2.211, 2.211, 2.211, 1.404, 2.312, 2.379, 19.888, 19.878, 20.552, 19.853, 19.853, 19.853, 19.101, 19.839, 19.850, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.783, 30.801, 31.340, 30.879, 30.879, 30.879, 30.442, 31.023, 32.029, 14.724, 16.494, 18.151, 18.703, 18.703, 18.703, 19.210, 20.805, 22.587, 16.014, 18.570, 20.314, 20.859, 20.859, 20.859, 21.283, 22.577, 24.107, 2.049, 2.111, 3.255, 2.200, 2.200, 2.200, 1.398, 2.304, 2.372, 19.877, 19.866, 20.540, 19.842, 19.842, 19.842, 19.089, 19.828, 19.838, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.759, 30.795, 31.316, 30.861, 30.861, 30.861, 30.430, 30.987, 32.023, 14.654, 16.447, 18.116, 18.652, 18.652, 18.652, 19.161, 20.755, 22.552, 15.966, 18.528, 20.299, 20.838, 20.838, 20.838, 21.257, 22.556, 24.096, 2.039, 2.106, 3.247, 2.191, 2.191, 2.191, 1.394, 2.298, 2.362, 19.866, 19.855, 20.529, 19.832, 19.832, 19.832, 19.079, 19.815, 19.825, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.717, 30.771, 31.304, 30.855, 30.855, 30.855, 30.400, 30.969, 31.993, 14.605, 16.412, 18.079, 18.608, 18.608, 18.608, 19.111, 20.720, 22.507, 15.909, 18.502, 20.283, 20.791, 20.791, 20.791, 21.221, 22.509, 24.081, 2.029, 2.099, 3.234, 2.185, 2.185, 2.185, 1.391, 2.288, 2.355, 19.856, 19.844, 20.518, 19.820, 19.820, 19.820, 19.067, 19.804, 19.813, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
34.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.693, 30.759, 31.280, 30.837, 30.837, 30.837, 30.376, 30.939, 31.993, 14.545, 16.362, 18.021, 18.547, 18.547, 18.547, 19.070, 20.692, 22.472, 15.820, 18.418, 20.230, 20.744, 20.744, 20.744, 21.194, 22.478, 24.044, 2.022, 2.091, 3.226, 2.176, 2.176, 2.176, 1.383, 2.279, 2.350, 19.846, 19.833, 20.506, 19.810, 19.810, 19.810, 19.055, 19.792, 19.799, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.669, 30.723, 31.268, 30.807, 30.807, 30.807, 30.358, 30.915, 31.969, 14.489, 16.311, 17.978, 18.497, 18.497, 18.497, 19.035, 20.648, 22.453, 15.741, 18.350, 20.178, 20.707, 20.707, 20.707, 21.168, 22.420, 24.028, 2.013, 2.085, 3.216, 2.168, 2.168, 2.168, 1.376, 2.271, 2.344, 19.835, 19.822, 20.496, 19.798, 19.798, 19.798, 19.043, 19.782, 19.786, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.645, 30.711, 31.244, 30.795, 30.795, 30.795, 30.346, 30.891, 31.939, 14.436, 16.255, 17.932, 18.448, 18.448, 18.448, 18.987, 20.603, 22.414, 15.657, 18.261, 20.126, 20.671, 20.671, 20.671, 21.121, 22.378, 23.992, 2.006, 2.077, 3.210, 2.161, 2.161, 2.161, 1.371, 2.263, 2.335, 19.823, 19.811, 20.484, 19.788, 19.788, 19.788, 19.030, 19.771, 19.773, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.621, 30.681, 31.232, 30.771, 30.771, 30.771, 30.328, 30.885, 31.903, 14.370, 16.204, 17.879, 18.394, 18.394, 18.394, 18.948, 20.564, 22.367, 15.584, 18.198, 20.063, 20.618, 20.618, 20.618, 21.063, 22.347, 23.939, 2.000, 2.068, 3.204, 2.155, 2.155, 2.155, 1.366, 2.253, 2.325, 19.812, 19.799, 20.472, 19.779, 19.779, 19.779, 19.018, 19.761, 19.761, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.609, 30.675, 31.226, 30.735, 30.735, 30.735, 30.310, 30.879, 31.897, 14.308, 16.138, 17.838, 18.343, 18.343, 18.343, 18.895, 20.514, 22.319, 15.505, 18.119, 20.047, 20.561, 20.561, 20.561, 21.032, 22.315, 23.897, 1.992, 2.063, 3.199, 2.143, 2.143, 2.143, 1.361, 2.244, 2.318, 19.801, 19.787, 20.461, 19.767, 19.767, 19.767, 19.007, 19.750, 19.748, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.561, 30.657, 31.190, 30.687, 30.687, 30.687, 30.280, 30.867, 31.850, 14.248, 16.082, 17.786, 18.289, 18.289, 18.289, 18.858, 20.479, 22.278, 15.443, 18.036, 19.990, 20.492, 20.492, 20.492, 20.990, 22.289, 23.866, 1.985, 2.056, 3.191, 2.133, 2.133, 2.133, 1.357, 2.238, 2.310, 19.790, 19.776, 20.449, 19.755, 19.755, 19.755, 18.996, 19.739, 19.735, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.489, 30.615, 31.178, 30.669, 30.669, 30.669, 30.256, 30.843, 31.832, 14.193, 16.027, 17.751, 18.240, 18.240, 18.240, 18.796, 20.442, 22.231, 15.348, 17.983, 19.963, 20.445, 20.445, 20.445, 20.943, 22.263, 23.829, 1.977, 2.044, 3.181, 2.124, 2.124, 2.124, 1.351, 2.228, 2.297, 19.779, 19.765, 20.437, 19.744, 19.744, 19.744, 18.985, 19.728, 19.722, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.483, 30.603, 31.155, 30.651, 30.651, 30.651, 30.214, 30.837, 31.814, 14.139, 15.965, 17.708, 18.194, 18.194, 18.194, 18.748, 20.393, 22.194, 15.280, 17.936, 19.916, 20.414, 20.414, 20.414, 20.917, 22.221, 23.803, 1.970, 2.037, 3.170, 2.117, 2.117, 2.117, 1.342, 2.218, 2.290, 19.769, 19.754, 20.426, 19.733, 19.733, 19.733, 18.972, 19.717, 19.711, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.453, 30.585, 31.137, 30.645, 30.645, 30.645, 30.178, 30.801, 31.760, 14.096, 15.911, 17.671, 18.136, 18.136, 18.136, 18.683, 20.358, 22.150, 15.238, 17.878, 19.895, 20.346, 20.346, 20.346, 20.870, 22.190, 23.751, 1.963, 2.028, 3.160, 2.111, 2.111, 2.111, 1.336, 2.212, 2.282, 19.758, 19.741, 20.415, 19.721, 19.721, 19.721, 18.961, 19.706, 19.699, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.423, 30.573, 31.113, 30.627, 30.627, 30.627, 30.160, 30.777, 31.730, 14.040, 15.862, 17.611, 18.091, 18.091, 18.091, 18.619, 20.316, 22.086, 15.191, 17.821, 19.822, 20.309, 20.309, 20.309, 20.822, 22.169, 23.672, 1.955, 2.019, 3.150, 2.103, 2.103, 2.103, 1.329, 2.205, 2.275, 19.747, 19.730, 20.402, 19.710, 19.710, 19.710, 18.950, 19.693, 19.687, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
35.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.381, 30.561, 31.089, 30.609, 30.609, 30.609, 30.136, 30.765, 31.724, 13.991, 15.825, 17.543, 18.042, 18.042, 18.042, 18.571, 20.271, 22.056, 15.144, 17.774, 19.754, 20.262, 20.262, 20.262, 20.775, 22.132, 23.641, 1.946, 2.013, 3.140, 2.096, 2.096, 2.096, 1.324, 2.198, 2.269, 19.736, 19.718, 20.390, 19.699, 19.699, 19.699, 18.938, 19.682, 19.675, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.369, 30.531, 31.071, 30.591, 30.591, 30.591, 30.112, 30.747, 31.706, 13.950, 15.783, 17.481, 18.015, 18.015, 18.015, 18.516, 20.230, 22.010, 15.097, 17.721, 19.691, 20.236, 20.236, 20.236, 20.728, 22.116, 23.620, 1.939, 2.003, 3.133, 2.089, 2.089, 2.089, 1.316, 2.190, 2.262, 19.724, 19.707, 20.379, 19.687, 19.687, 19.687, 18.925, 19.671, 19.662, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.351, 30.513, 31.029, 30.561, 30.561, 30.561, 30.076, 30.729, 31.676, 13.904, 15.748, 17.430, 17.968, 17.968, 17.968, 18.452, 20.189, 21.965, 15.045, 17.685, 19.639, 20.178, 20.178, 20.178, 20.676, 22.090, 23.583, 1.931, 1.996, 3.126, 2.082, 2.082, 2.082, 1.311, 2.181, 2.253, 19.713, 19.697, 20.367, 19.675, 19.675, 19.675, 18.913, 19.659, 19.651, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.315, 30.501, 30.993, 30.543, 30.543, 30.543, 30.046, 30.705, 31.634, 13.842, 15.691, 17.376, 17.935, 17.935, 17.935, 18.417, 20.137, 21.940, 14.982, 17.627, 19.586, 20.147, 20.147, 20.147, 20.644, 22.043, 23.573, 1.926, 1.987, 3.118, 2.074, 2.074, 2.074, 1.307, 2.169, 2.243, 19.701, 19.685, 20.356, 19.665, 19.665, 19.665, 18.901, 19.648, 19.639, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.291, 30.483, 30.975, 30.531, 30.531, 30.531, 30.004, 30.675, 31.604, 13.783, 15.641, 17.339, 17.875, 17.875, 17.875, 18.382, 20.092, 21.920, 14.914, 17.564, 19.555, 20.089, 20.089, 20.089, 20.602, 22.001, 23.552, 1.916, 1.978, 3.107, 2.068, 2.068, 2.068, 1.303, 2.158, 2.231, 19.690, 19.673, 20.345, 19.652, 19.652, 19.652, 18.890, 19.636, 19.625, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.279, 30.448, 30.963, 30.507, 30.507, 30.507, 29.992, 30.651, 31.598, 13.737, 15.586, 17.302, 17.834, 17.834, 17.834, 18.343, 20.040, 21.882, 14.856, 17.522, 19.513, 20.037, 20.037, 20.037, 20.561, 21.928, 23.531, 1.909, 1.971, 3.097, 2.058, 2.058, 2.058, 1.297, 2.151, 2.225, 19.678, 19.662, 20.332, 19.641, 19.641, 19.641, 18.878, 19.625, 19.613, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.249, 30.430, 30.951, 30.489, 30.489, 30.489, 29.980, 30.609, 31.580, 13.694, 15.544, 17.253, 17.768, 17.768, 17.768, 18.291, 20.009, 21.823, 14.777, 17.465, 19.466, 19.969, 19.969, 19.969, 20.534, 21.902, 23.494, 1.902, 1.965, 3.087, 2.053, 2.053, 2.053, 1.291, 2.143, 2.218, 19.666, 19.651, 20.320, 19.629, 19.629, 19.629, 18.866, 19.614, 19.599, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.237, 30.412, 30.921, 30.472, 30.472, 30.472, 29.968, 30.585, 31.568, 13.624, 15.487, 17.222, 17.720, 17.720, 17.720, 18.244, 19.970, 21.775, 14.699, 17.391, 19.434, 19.932, 19.932, 19.932, 20.498, 21.881, 23.442, 1.896, 1.956, 3.078, 2.046, 2.046, 2.046, 1.287, 2.133, 2.211, 19.655, 19.639, 20.309, 19.618, 19.618, 19.618, 18.855, 19.603, 19.589, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.231, 30.388, 30.903, 30.454, 30.454, 30.454, 29.950, 30.573, 31.538, 13.556, 15.415, 17.172, 17.654, 17.654, 17.654, 18.192, 19.929, 21.726, 14.589, 17.276, 19.382, 19.869, 19.869, 19.869, 20.450, 21.844, 23.379, 1.888, 1.946, 3.068, 2.039, 2.039, 2.039, 1.283, 2.125, 2.202, 19.643, 19.627, 20.298, 19.608, 19.608, 19.608, 18.844, 19.592, 19.576, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.207, 30.358, 30.879, 30.424, 30.424, 30.424, 29.926, 30.555, 31.526, 13.498, 15.367, 17.127, 17.619, 17.619, 17.619, 18.155, 19.880, 21.674, 14.510, 17.213, 19.335, 19.853, 19.853, 19.853, 20.414, 21.823, 23.337, 1.881, 1.938, 3.054, 2.032, 2.032, 2.032, 1.277, 2.121, 2.189, 19.631, 19.616, 20.286, 19.595, 19.595, 19.595, 18.832, 19.581, 19.564, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
36.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.177, 30.358, 30.855, 30.394, 30.394, 30.394, 29.902, 30.531, 31.520, 13.457, 15.312, 17.082, 17.570, 17.570, 17.570, 18.106, 19.826, 21.637, 14.458, 17.119, 19.293, 19.822, 19.822, 19.822, 20.372, 21.786, 23.305, 1.873, 1.933, 3.046, 2.022, 2.022, 2.022, 1.274, 2.116, 2.181, 19.620, 19.604, 20.275, 19.582, 19.582, 19.582, 18.821, 19.569, 19.550, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.165, 30.334, 30.855, 30.370, 30.370, 30.370, 29.878, 30.495, 31.508, 13.401, 15.268, 17.036, 17.522, 17.522, 17.522, 18.058, 19.787, 21.592, 14.411, 17.061, 19.246, 19.775, 19.775, 19.775, 20.325, 21.760, 23.269, 1.863, 1.925, 3.037, 2.017, 2.017, 2.017, 1.270, 2.109, 2.174, 19.608, 19.592, 20.264, 19.571, 19.571, 19.571, 18.811, 19.557, 19.538, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.147, 30.316, 30.801, 30.310, 30.310, 30.310, 29.872, 30.466, 31.466, 13.358, 15.211, 16.989, 17.461, 17.461, 17.461, 18.000, 19.750, 21.542, 14.353, 17.009, 19.193, 19.722, 19.722, 19.722, 20.288, 21.734, 23.232, 1.858, 1.918, 3.027, 2.009, 2.009, 2.009, 1.264, 2.103, 2.162, 19.596, 19.579, 20.252, 19.559, 19.559, 19.559, 18.799, 19.545, 19.525, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.135, 30.304, 30.765, 30.298, 30.298, 30.298, 29.854, 30.436, 31.412, 13.311, 15.165, 16.921, 17.426, 17.426, 17.426, 17.955, 19.702, 21.501, 14.290, 16.962, 19.109, 19.670, 19.670, 19.670, 20.246, 21.692, 23.211, 1.847, 1.910, 3.015, 2.002, 2.002, 2.002, 1.257, 2.094, 2.155, 19.584, 19.566, 20.239, 19.549, 19.549, 19.549, 18.787, 19.534, 19.511, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.123, 30.292, 30.741, 30.292, 30.292, 30.292, 29.830, 30.394, 31.412, 13.268, 15.120, 16.880, 17.380, 17.380, 17.380, 17.893, 19.655, 21.454, 14.227, 16.904, 19.052, 19.628, 19.628, 19.628, 20.178, 21.645, 23.169, 1.839, 1.903, 3.006, 1.997, 1.997, 1.997, 1.251, 2.086, 2.151, 19.573, 19.554, 20.228, 19.537, 19.537, 19.537, 18.776, 19.524, 19.498, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.111, 30.280, 30.723, 30.274, 30.274, 30.274, 29.794, 30.388, 31.370, 13.220, 15.081, 16.818, 17.347, 17.347, 17.347, 17.838, 19.608, 21.400, 14.175, 16.857, 18.989, 19.597, 19.597, 19.597, 20.115, 21.598, 23.138, 1.832, 1.899, 2.998, 1.991, 1.991, 1.991, 1.245, 2.079, 2.146, 19.562, 19.542, 20.217, 19.524, 19.524, 19.524, 18.764, 19.512, 19.485, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.500, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.082, 30.268, 30.699, 30.268, 30.268, 30.268, 29.741, 30.376, 31.358, 13.179, 15.031, 16.754, 17.304, 17.304, 17.304, 17.786, 19.546, 21.376, 14.144, 16.794, 18.905, 19.544, 19.544, 19.544, 20.073, 21.551, 23.122, 1.826, 1.894, 2.989, 1.982, 1.982, 1.982, 1.242, 2.071, 2.140, 19.551, 19.531, 20.204, 19.512, 19.512, 19.512, 18.752, 19.502, 19.473, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.600, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.064, 30.256, 30.669, 30.250, 30.250, 30.250, 29.711, 30.352, 31.322, 13.140, 14.963, 16.704, 17.263, 17.263, 17.263, 17.733, 19.492, 21.343, 14.086, 16.716, 18.827, 19.497, 19.497, 19.497, 20.010, 21.482, 23.101, 1.820, 1.887, 2.981, 1.973, 1.973, 1.973, 1.237, 2.066, 2.133, 19.540, 19.518, 20.193, 19.499, 19.499, 19.499, 18.741, 19.490, 19.461, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.700, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.058, 30.232, 30.645, 30.238, 30.238, 30.238, 29.675, 30.322, 31.304, 13.074, 14.912, 16.671, 17.211, 17.211, 17.211, 17.681, 19.435, 21.316, 13.992, 16.637, 18.779, 19.419, 19.419, 19.419, 19.937, 21.435, 23.064, 1.814, 1.883, 2.973, 1.965, 1.965, 1.965, 1.230, 2.057, 2.128, 19.528, 19.506, 20.181, 19.488, 19.488, 19.488, 18.729, 19.480, 19.448, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.800, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 29.022, 30.208, 30.621, 30.220, 30.220, 30.220, 29.669, 30.286, 31.292, 13.033, 14.871, 16.624, 17.164, 17.164, 17.164, 17.638, 19.387, 21.268, 13.955, 16.595, 18.743, 19.377, 19.377, 19.377, 19.906, 21.393, 23.028, 1.804, 1.876, 2.962, 1.961, 1.961, 1.961, 1.224, 2.048, 2.119, 19.517, 19.494, 20.167, 19.475, 19.475, 19.475, 18.718, 19.470, 19.436, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
37.900, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.962, 30.184, 30.603, 30.196, 30.196, 30.196, 29.663, 30.268, 31.274, 12.963, 14.821, 16.575, 17.102, 17.102, 17.102, 17.586, 19.348, 21.240, 13.861, 16.522, 18.696, 19.345, 19.345, 19.345, 19.848, 21.367, 23.012, 1.795, 1.868, 2.950, 1.952, 1.952, 1.952, 1.219, 2.041, 2.113, 19.505, 19.480, 20.155, 19.465, 19.465, 19.465, 18.706, 19.459, 19.423, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.932, 30.160, 30.579, 30.172, 30.172, 30.172, 29.651, 30.250, 31.256, 12.915, 14.768, 16.544, 17.042, 17.042, 17.042, 17.557, 19.297, 21.192, 13.793, 16.454, 18.669, 19.288, 19.288, 19.288, 19.811, 21.341, 22.965, 1.790, 1.861, 2.940, 1.943, 1.943, 1.943, 1.216, 2.034, 2.107, 19.494, 19.469, 20.143, 19.454, 19.454, 19.454, 18.694, 19.448, 19.410, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.100, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.926, 30.154, 30.561, 30.172, 30.172, 30.172, 29.645, 30.238, 31.232, 12.860, 14.706, 16.496, 16.993, 16.993, 16.993, 17.512, 19.262, 21.139, 13.735, 16.375, 18.586, 19.235, 19.235, 19.235, 19.770, 21.304, 22.939, 1.783, 1.856, 2.929, 1.938, 1.938, 1.938, 1.212, 2.026, 2.095, 19.483, 19.457, 20.130, 19.443, 19.443, 19.443, 18.682, 19.437, 19.397, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.200, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.914, 30.142, 30.525, 30.160, 30.160, 30.160, 29.633, 30.220, 31.208, 12.812, 14.644, 16.455, 16.933, 16.933, 16.933, 17.454, 19.212, 21.067, 13.651, 16.291, 18.533, 19.188, 19.188, 19.188, 19.696, 21.257, 22.871, 1.777, 1.850, 2.922, 1.930, 1.930, 1.930, 1.205, 2.019, 2.089, 19.471, 19.446, 20.118, 19.433, 19.433, 19.433, 18.671, 19.427, 19.385, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.300, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.896, 30.136, 30.501, 30.160, 30.160, 30.160, 29.609, 30.184, 31.184, 12.740, 14.588, 16.408, 16.886, 16.886, 16.886, 17.411, 19.177, 21.027, 13.573, 16.223, 18.486, 19.109, 19.109, 19.109, 19.670, 21.226, 22.839, 1.768, 1.839, 2.911, 1.921, 1.921, 1.921, 1.201, 2.011, 2.083, 19.461, 19.432, 20.106, 19.422, 19.422, 19.422, 18.659, 19.417, 19.373, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
38.400, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 28.878, 30.112, 30.483, 30.124, 30.124, 30.124, 29.561, 30.166, 31.178, 12.695, 14.545, 16.358, 16.845, 16.845, 16.845, 17.370, 19.132, 20.990, 13.494, 16.155, 18.434, 19.068, 19.068, 19.068, 19.644, 21.210, 22.792, 1.761, 1.835, 2.901, 1.913, 1.913, 1.913, 1.197, 2.005, 2.077, 19.448, 19.420, 20.094, 19.410, 19.410, 19.410, 18.648, 19.407, 19.361, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000, 100.000
