, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
93.900, 96.094, 96.982, 95.710, 97.466, 97.466, 97.466, 94.246, 97.609, 96.750, 8.412, 9.592, 12.833, 11.659, 11.659, 11.659, 10.347, 13.654, 13.157, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.041, 0.067, 0.231, 0.087, 0.087, 0.087, 0.016, 0.103, 0.137, 9.229, 9.321, 9.633, 9.555, 9.555, 9.555, 9.360, 9.720, 9.646, 91.588, 92.780, 91.899, 93.854, 93.854, 93.854, 91.277, 94.278, 93.470
94.000, 95.992, 96.897, 95.639, 97.410, 97.410, 97.410, 94.144, 97.550, 96.661, 8.334, 9.442, 12.749, 11.563, 11.563, 11.563, 10.257, 13.564, 13.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.041, 0.066, 0.229, 0.086, 0.086, 0.086, 0.016, 0.101, 0.136, 9.183, 9.278, 9.589, 9.513, 9.513, 9.513, 9.321, 9.677, 9.605, 91.434, 92.640, 91.771, 93.719, 93.719, 93.719, 91.144, 94.166, 93.350
94.100, 95.882, 96.804, 95.564, 97.350, 97.350, 97.350, 94.045, 97.488, 96.581, 8.226, 9.340, 12.719, 11.449, 11.449, 11.449, 10.137, 13.480, 12.881, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.039, 0.065, 0.227, 0.086, 0.086, 0.086, 0.016, 0.100, 0.133, 9.136, 9.237, 9.546, 9.473, 9.473, 9.473, 9.280, 9.634, 9.563, 91.269, 92.493, 91.639, 93.595, 93.595, 93.595, 91.005, 94.040, 93.232
94.200, 95.776, 96.714, 95.479, 97.266, 97.266, 97.266, 93.930, 97.416, 96.497, 8.148, 9.250, 12.582, 11.300, 11.300, 11.300, 10.029, 13.408, 12.803, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.038, 0.064, 0.226, 0.085, 0.085, 0.085, 0.015, 0.098, 0.133, 9.086, 9.196, 9.499, 9.428, 9.428, 9.428, 9.239, 9.589, 9.518, 91.116, 92.348, 91.492, 93.449, 93.449, 93.449, 90.862, 93.919, 93.115
94.300, 95.662, 96.625, 95.393, 97.199, 97.199, 97.199, 93.829, 97.354, 96.413, 8.088, 9.167, 12.486, 11.180, 11.180, 11.180, 9.892, 13.319, 12.630, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.037, 0.063, 0.222, 0.082, 0.082, 0.082, 0.015, 0.097, 0.130, 9.035, 9.152, 9.453, 9.384, 9.384, 9.384, 9.199, 9.546, 9.474, 90.936, 92.195, 91.351, 93.324, 93.324, 93.324, 90.716, 93.799, 92.992
94.400, 95.544, 96.528, 95.314, 97.124, 97.124, 97.124, 93.713, 97.272, 96.318, 8.010, 9.071, 12.396, 11.120, 11.120, 11.120, 9.802, 13.265, 12.498, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.037, 0.062, 0.219, 0.082, 0.082, 0.082, 0.014, 0.096, 0.128, 8.984, 9.106, 9.408, 9.338, 9.338, 9.338, 9.157, 9.498, 9.431, 90.758, 92.042, 91.217, 93.191, 93.191, 93.191, 90.565, 93.673, 92.856
94.500, 95.406, 96.424, 95.218, 97.045, 97.045, 97.045, 93.607, 97.207, 96.229, 7.938, 8.981, 12.324, 11.030, 11.030, 11.030, 9.706, 13.211, 12.354, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.035, 0.061, 0.216, 0.080, 0.080, 0.080, 0.014, 0.095, 0.125, 8.931, 9.060, 9.359, 9.296, 9.296, 9.296, 9.113, 9.453, 9.388, 90.562, 91.874, 91.071, 93.054, 93.054, 93.054, 90.411, 93.555, 92.733
94.600, 95.265, 96.325, 95.116, 96.967, 96.967, 96.967, 93.491, 97.141, 96.128, 7.873, 8.879, 12.258, 10.910, 10.910, 10.910, 9.616, 13.139, 12.216, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.035, 0.060, 0.214, 0.079, 0.079, 0.079, 0.013, 0.092, 0.124, 8.878, 9.013, 9.311, 9.250, 9.250, 9.250, 9.072, 9.408, 9.344, 90.361, 91.711, 90.913, 92.910, 92.910, 92.910, 90.259, 93.424, 92.600
94.700, 95.132, 96.222, 95.027, 96.885, 96.885, 96.885, 93.381, 97.062, 96.039, 7.807, 8.825, 12.168, 10.850, 10.850, 10.850, 9.532, 13.043, 12.090, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.034, 0.059, 0.212, 0.077, 0.077, 0.077, 0.013, 0.089, 0.122, 8.824, 8.967, 9.262, 9.203, 9.203, 9.203, 9.027, 9.361, 9.300, 90.160, 91.546, 90.761, 92.758, 92.758, 92.758, 90.102, 93.286, 92.461
94.800, 94.987, 96.105, 94.933, 96.800, 96.800, 96.800, 93.260, 96.969, 95.958, 7.705, 8.687, 12.042, 10.772, 10.772, 10.772, 9.466, 12.965, 11.953, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.033, 0.058, 0.211, 0.075, 0.075, 0.075, 0.013, 0.087, 0.122, 8.766, 8.919, 9.213, 9.154, 9.154, 9.154, 8.982, 9.311, 9.257, 89.955, 91.370, 90.587, 92.613, 92.613, 92.613, 89.939, 93.134, 92.330
94.900, 94.840, 95.999, 94.830, 96.707, 96.707, 96.707, 93.126, 96.880, 95.854, 7.585, 8.591, 11.941, 10.676, 10.676, 10.676, 9.382, 12.875, 11.779, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.033, 0.057, 0.208, 0.075, 0.075, 0.075, 0.013, 0.086, 0.120, 8.710, 8.874, 9.165, 9.105, 9.105, 9.105, 8.937, 9.261, 9.209, 89.741, 91.201, 90.420, 92.463, 92.463, 92.463, 89.766, 92.990, 92.182
95.000, 94.697, 95.889, 94.729, 96.616, 96.616, 96.616, 93.008, 96.797, 95.755, 7.477, 8.460, 11.845, 10.593, 10.593, 10.593, 9.304, 12.797, 11.641, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.032, 0.056, 0.207, 0.074, 0.074, 0.074, 0.012, 0.084, 0.120, 8.654, 8.828, 9.114, 9.055, 9.055, 9.055, 8.889, 9.210, 9.163, 89.538, 91.038, 90.250, 92.313, 92.313, 92.313, 89.601, 92.846, 92.043
95.100, 94.535, 95.779, 94.607, 96.520, 96.520, 96.520, 92.878, 96.710, 95.667, 7.411, 8.352, 11.737, 10.479, 10.479, 10.479, 9.197, 12.737, 11.503, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.030, 0.055, 0.205, 0.073, 0.073, 0.073, 0.011, 0.084, 0.118, 8.596, 8.776, 9.061, 9.006, 9.006, 9.006, 8.842, 9.157, 9.116, 89.315, 90.863, 90.068, 92.158, 92.158, 92.158, 89.429, 92.698, 91.912
95.200, 94.365, 95.658, 94.503, 96.417, 96.417, 96.417, 92.744, 96.614, 95.550, 7.321, 8.226, 11.611, 10.401, 10.401, 10.401, 9.131, 12.642, 11.317, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.029, 0.055, 0.203, 0.073, 0.073, 0.073, 0.011, 0.083, 0.116, 8.538, 8.729, 9.009, 8.954, 8.954, 8.954, 8.791, 9.107, 9.065, 89.081, 90.689, 89.882, 92.002, 92.002, 92.002, 89.253, 92.542, 91.741
95.300, 94.190, 95.537, 94.389, 96.314, 96.314, 96.314, 92.603, 96.515, 95.416, 7.184, 8.106, 11.533, 10.323, 10.323, 10.323, 9.023, 12.534, 11.162, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.028, 0.054, 0.199, 0.071, 0.071, 0.071, 0.010, 0.081, 0.114, 8.480, 8.678, 8.957, 8.902, 8.902, 8.902, 8.740, 9.054, 9.014, 88.848, 90.513, 89.704, 91.826, 91.826, 91.826, 89.072, 92.382, 91.572
95.400, 94.024, 95.410, 94.273, 96.198, 96.198, 96.198, 92.458, 96.416, 95.292, 7.112, 8.010, 11.437, 10.245, 10.245, 10.245, 8.933, 12.462, 11.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.028, 0.052, 0.197, 0.069, 0.069, 0.069, 0.010, 0.079, 0.110, 8.418, 8.628, 8.903, 8.848, 8.848, 8.848, 8.689, 9.000, 8.961, 88.599, 90.325, 89.518, 91.648, 91.648, 91.648, 88.882, 92.225, 91.406
95.500, 93.845, 95.283, 94.166, 96.085, 96.085, 96.085, 92.314, 96.306, 95.166, 7.028, 7.861, 11.359, 10.155, 10.155, 10.155, 8.825, 12.348, 10.796, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, 0.051, 0.194, 0.067, 0.067, 0.067, 0.009, 0.079, 0.109, 8.358, 8.575, 8.849, 8.795, 8.795, 8.795, 8.637, 8.945, 8.911, 88.350, 90.121, 89.333, 91.471, 91.471, 91.471, 88.683, 92.061, 91.232
95.600, 93.661, 95.147, 94.019, 95.971, 95.971, 95.971, 92.174, 96.200, 95.021, 6.920, 7.741, 11.264, 10.053, 10.053, 10.053, 8.753, 12.240, 10.545, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, 0.050, 0.192, 0.066, 0.066, 0.066, 0.009, 0.079, 0.108, 8.297, 8.519, 8.791, 8.741, 8.741, 8.741, 8.583, 8.889, 8.861, 88.100, 89.908, 89.112, 91.295, 91.295, 91.295, 88.492, 91.887, 91.046
95.700, 93.475, 95.004, 93.894, 95.850, 95.850, 95.850, 91.998, 96.093, 94.876, 6.842, 7.603, 11.198, 9.880, 9.880, 9.880, 8.675, 12.096, 10.359, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.026, 0.050, 0.189, 0.065, 0.065, 0.065, 0.008, 0.077, 0.107, 8.236, 8.466, 8.733, 8.685, 8.685, 8.685, 8.527, 8.830, 8.808, 87.860, 89.692, 88.909, 91.108, 91.108, 91.108, 88.270, 91.708, 90.853
95.800, 93.292, 94.844, 93.756, 95.719, 95.719, 95.719, 91.841, 95.968, 94.726, 6.740, 7.483, 11.120, 9.700, 9.700, 9.700, 8.544, 11.994, 10.131, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.025, 0.048, 0.186, 0.063, 0.063, 0.063, 0.008, 0.076, 0.106, 8.173, 8.408, 8.678, 8.628, 8.628, 8.628, 8.470, 8.771, 8.754, 87.612, 89.459, 88.700, 90.905, 90.905, 90.905, 88.056, 91.521, 90.658
95.900, 93.112, 94.692, 93.610, 95.587, 95.587, 95.587, 91.674, 95.818, 94.582, 6.656, 7.405, 10.952, 9.616, 9.616, 9.616, 8.418, 11.857, 9.928, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.025, 0.047, 0.184, 0.063, 0.063, 0.063, 0.008, 0.075, 0.104, 8.109, 8.353, 8.619, 8.573, 8.573, 8.573, 8.410, 8.706, 8.702, 87.371, 89.242, 88.478, 90.709, 90.709, 90.709, 87.819, 91.316, 90.471
96.000, 92.906, 94.536, 93.461, 95.445, 95.445, 95.445, 91.494, 95.671, 94.437, 6.572, 7.243, 10.826, 9.550, 9.550, 9.550, 8.286, 11.773, 9.646, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.024, 0.046, 0.183, 0.062, 0.062, 0.062, 0.008, 0.073, 0.103, 8.043, 8.296, 8.557, 8.511, 8.511, 8.511, 8.351, 8.639, 8.648, 87.103, 89.008, 88.243, 90.493, 90.493, 90.493, 87.589, 91.106, 90.282
96.100, 92.713, 94.355, 93.296, 95.285, 95.285, 95.285, 91.297, 95.520, 94.286, 6.477, 7.082, 10.712, 9.424, 9.424, 9.424, 8.196, 11.671, 9.472, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.023, 0.044, 0.182, 0.060, 0.060, 0.060, 0.007, 0.072, 0.102, 7.975, 8.234, 8.497, 8.447, 8.447, 8.447, 8.286, 8.572, 8.592, 86.847, 88.738, 88.008, 90.265, 90.265, 90.265, 87.336, 90.886, 90.081
96.200, 92.499, 94.172, 93.134, 95.125, 95.125, 95.125, 91.098, 95.363, 94.120, 6.327, 6.974, 10.593, 9.245, 9.245, 9.245, 8.082, 11.557, 9.304, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.023, 0.042, 0.180, 0.060, 0.060, 0.060, 0.007, 0.070, 0.101, 7.903, 8.171, 8.431, 8.379, 8.379, 8.379, 8.221, 8.502, 8.532, 86.562, 88.475, 87.766, 90.035, 90.035, 90.035, 87.070, 90.657, 89.859
96.300, 92.284, 93.984, 92.984, 94.950, 94.950, 94.950, 90.864, 95.192, 93.969, 6.249, 6.836, 10.437, 9.149, 9.149, 9.149, 7.986, 11.419, 9.095, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.020, 0.041, 0.178, 0.060, 0.060, 0.060, 0.006, 0.069, 0.098, 7.833, 8.105, 8.365, 8.311, 8.311, 8.311, 8.150, 8.431, 8.474, 86.278, 88.198, 87.523, 89.791, 89.791, 89.791, 86.765, 90.408, 89.652
96.400, 92.055, 93.800, 92.801, 94.758, 94.758, 94.758, 90.627, 95.023, 93.797, 6.177, 6.680, 10.263, 9.041, 9.041, 9.041, 7.855, 11.270, 8.921, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.019, 0.040, 0.174, 0.057, 0.057, 0.057, 0.006, 0.068, 0.095, 7.761, 8.038, 8.301, 8.235, 8.235, 8.235, 8.080, 8.359, 8.416, 85.987, 87.939, 87.266, 89.535, 89.535, 89.535, 86.461, 90.160, 89.433
96.500, 91.826, 93.576, 92.619, 94.556, 94.556, 94.556, 90.418, 94.831, 93.621, 6.105, 6.548, 10.113, 8.969, 8.969, 8.969, 7.777, 11.198, 8.789, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.019, 0.040, 0.171, 0.057, 0.057, 0.057, 0.006, 0.066, 0.091, 7.693, 7.968, 8.230, 8.163, 8.163, 8.163, 8.013, 8.284, 8.354, 85.687, 87.637, 86.998, 89.274, 89.274, 89.274, 86.191, 89.895, 89.208
96.600, 91.564, 93.365, 92.413, 94.348, 94.348, 94.348, 90.159, 94.624, 93.417, 6.009, 6.411, 9.987, 8.831, 8.831, 8.831, 7.645, 11.072, 8.609, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018, 0.038, 0.168, 0.054, 0.054, 0.054, 0.006, 0.064, 0.091, 7.622, 7.897, 8.165, 8.088, 8.088, 8.088, 7.942, 8.205, 8.291, 85.369, 87.329, 86.723, 88.987, 88.987, 88.987, 85.881, 89.603, 88.974
96.700, 91.304, 93.129, 92.185, 94.117, 94.117, 94.117, 89.873, 94.410, 93.220, 5.895, 6.309, 9.886, 8.663, 8.663, 8.663, 7.561, 10.940, 8.418, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.017, 0.038, 0.166, 0.053, 0.053, 0.053, 0.006, 0.062, 0.090, 7.551, 7.823, 8.092, 8.012, 8.012, 8.012, 7.869, 8.129, 8.226, 85.060, 87.017, 86.422, 88.686, 88.686, 88.686, 85.550, 89.323, 88.734
96.800, 91.042, 92.854, 91.961, 93.875, 93.875, 93.875, 89.577, 94.174, 93.013, 5.812, 6.171, 9.742, 8.544, 8.544, 8.544, 7.447, 10.760, 8.250, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.017, 0.038, 0.163, 0.052, 0.052, 0.052, 0.006, 0.062, 0.088, 7.476, 7.742, 8.019, 7.934, 7.934, 7.934, 7.793, 8.049, 8.158, 84.735, 86.672, 86.121, 88.374, 88.374, 88.374, 85.199, 89.017, 88.475
96.900, 90.749, 92.570, 91.685, 93.596, 93.596, 93.596, 89.318, 93.913, 92.782, 5.662, 6.069, 9.616, 8.472, 8.472, 8.472, 7.327, 10.640, 8.088, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, 0.037, 0.161, 0.051, 0.051, 0.051, 0.005, 0.061, 0.086, 7.401, 7.664, 7.941, 7.854, 7.854, 7.854, 7.726, 7.965, 8.089, 84.393, 86.317, 85.773, 88.039, 88.039, 88.039, 84.884, 88.673, 88.210
97.000, 90.413, 92.255, 91.396, 93.291, 93.291, 93.291, 89.010, 93.641, 92.514, 5.500, 5.919, 9.430, 8.382, 8.382, 8.382, 7.190, 10.497, 7.968, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, 0.035, 0.159, 0.050, 0.050, 0.050, 0.003, 0.060, 0.085, 7.323, 7.583, 7.862, 7.770, 7.770, 7.770, 7.653, 7.881, 8.017, 84.026, 85.935, 85.420, 87.684, 87.684, 87.684, 84.540, 88.342, 87.907
97.100, 90.081, 91.915, 91.088, 92.985, 92.985, 92.985, 88.695, 93.321, 92.258, 5.458, 5.734, 9.358, 8.304, 8.304, 8.304, 7.040, 10.359, 7.831, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.033, 0.157, 0.048, 0.048, 0.048, 0.003, 0.059, 0.084, 7.246, 7.500, 7.776, 7.685, 7.685, 7.685, 7.580, 7.795, 7.947, 83.640, 85.535, 85.042, 87.306, 87.306, 87.306, 84.189, 87.968, 87.602
97.200, 89.731, 91.571, 90.731, 92.630, 92.630, 92.630, 88.347, 92.985, 91.945, 5.350, 5.560, 9.203, 8.178, 8.178, 8.178, 6.932, 10.221, 7.717, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.033, 0.155, 0.047, 0.047, 0.047, 0.003, 0.057, 0.082, 7.169, 7.414, 7.690, 7.600, 7.600, 7.600, 7.506, 7.708, 7.871, 83.231, 85.133, 84.634, 86.898, 86.898, 86.898, 83.808, 87.568, 87.256
97.300, 89.393, 91.172, 90.382, 92.251, 92.251, 92.251, 87.967, 92.646, 91.581, 5.182, 5.398, 9.023, 8.064, 8.064, 8.064, 6.806, 10.053, 7.543, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.032, 0.153, 0.046, 0.046, 0.046, 0.003, 0.055, 0.080, 7.089, 7.332, 7.603, 7.510, 7.510, 7.510, 7.435, 7.618, 7.798, 82.829, 84.674, 84.217, 86.477, 86.477, 86.477, 83.404, 87.165, 86.880
97.400, 89.001, 90.762, 89.985, 91.884, 91.884, 91.884, 87.559, 92.261, 91.216, 5.081, 5.230, 8.825, 7.950, 7.950, 7.950, 6.662, 9.886, 7.399, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.031, 0.151, 0.045, 0.045, 0.045, 0.003, 0.054, 0.079, 7.007, 7.248, 7.512, 7.421, 7.421, 7.421, 7.364, 7.528, 7.721, 82.390, 84.204, 83.765, 86.050, 86.050, 86.050, 82.977, 86.712, 86.493
97.500, 88.579, 90.337, 89.554, 91.463, 91.463, 91.463, 87.110, 91.838, 90.812, 4.985, 5.117, 8.651, 7.837, 7.837, 7.837, 6.417, 9.748, 7.231, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.029, 0.148, 0.044, 0.044, 0.044, 0.003, 0.053, 0.078, 6.922, 7.162, 7.422, 7.331, 7.331, 7.331, 7.289, 7.433, 7.640, 81.918, 83.732, 83.285, 85.573, 85.573, 85.573, 82.520, 86.232, 86.048
97.600, 88.122, 89.870, 89.083, 91.001, 91.001, 91.001, 86.655, 91.357, 90.389, 4.919, 4.973, 8.436, 7.687, 7.687, 7.687, 6.231, 9.634, 7.076, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.028, 0.145, 0.043, 0.043, 0.043, 0.003, 0.050, 0.076, 6.838, 7.075, 7.329, 7.240, 7.240, 7.240, 7.212, 7.338, 7.557, 81.412, 83.210, 82.767, 85.065, 85.065, 85.065, 82.037, 85.719, 85.590
97.700, 87.649, 89.391, 88.612, 90.534, 90.534, 90.534, 86.159, 90.852, 89.956, 4.757, 4.817, 8.244, 7.549, 7.549, 7.549, 5.985, 9.442, 6.920, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.013, 0.028, 0.143, 0.041, 0.041, 0.041, 0.002, 0.050, 0.076, 6.748, 6.990, 7.232, 7.146, 7.146, 7.146, 7.130, 7.233, 7.466, 80.879, 82.700, 82.249, 84.546, 84.546, 84.546, 81.542, 85.169, 85.116
97.800, 87.136, 88.841, 88.096, 90.006, 90.006, 90.006, 85.591, 90.314, 89.468, 4.619, 4.643, 8.106, 7.405, 7.405, 7.405, 5.859, 9.250, 6.788, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.011, 0.027, 0.141, 0.040, 0.040, 0.040, 0.002, 0.048, 0.076, 6.658, 6.902, 7.138, 7.051, 7.051, 7.051, 7.044, 7.129, 7.371, 80.314, 82.128, 81.678, 83.966, 83.966, 83.966, 80.973, 84.575, 84.593
97.900, 86.599, 88.269, 87.501, 89.448, 89.448, 89.448, 85.034, 89.736, 88.906, 4.499, 4.487, 7.926, 7.261, 7.261, 7.261, 5.710, 9.077, 6.620, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 0.026, 0.139, 0.038, 0.038, 0.038, 0.002, 0.047, 0.075, 6.565, 6.812, 7.035, 6.954, 6.954, 6.954, 6.954, 7.022, 7.270, 79.715, 81.543, 81.054, 83.360, 83.360, 83.360, 80.396, 83.940, 83.996
