, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_Esophagus, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_CTV_bridge, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, DIBH_Medulla, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, PRV_SpinalCord, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, Lungs, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_Heart, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge, DIBH_PTV_bridge
86.200, 13.780, 15.302, 16.128, 15.793, 15.793, 15.793, 15.787, 16.284, 16.554, 99.694, 99.951, 99.209, 99.958, 99.958, 99.958, 99.554, 99.935, 99.871, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 0.105, 11.383, 11.394, 11.650, 11.560, 11.560, 11.560, 11.194, 11.694, 11.662, 0.098, 0.123, 0.400, 0.174, 0.174, 0.174, 0.052, 0.215, 0.248, 98.838, 99.401, 98.020, 99.515, 99.515, 99.515, 98.432, 99.473, 99.356
86.300, 13.750, 15.254, 16.081, 15.775, 15.775, 15.775, 15.727, 16.248, 16.524, 99.689, 99.947, 99.193, 99.954, 99.954, 99.954, 99.536, 99.933, 99.869, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 0.101, 11.359, 11.369, 11.626, 11.537, 11.537, 11.537, 11.172, 11.671, 11.640, 0.097, 0.121, 0.399, 0.172, 0.172, 0.172, 0.051, 0.212, 0.247, 98.816, 99.388, 97.989, 99.502, 99.502, 99.502, 98.402, 99.460, 99.344
86.400, 13.690, 15.230, 16.063, 15.739, 15.739, 15.739, 15.691, 16.224, 16.482, 99.676, 99.946, 99.173, 99.951, 99.951, 99.951, 99.515, 99.931, 99.865, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 0.099, 11.333, 11.347, 11.599, 11.516, 11.516, 11.516, 11.147, 11.648, 11.618, 0.095, 0.121, 0.398, 0.171, 0.171, 0.171, 0.050, 0.211, 0.243, 98.787, 99.374, 97.953, 99.490, 99.490, 99.490, 98.369, 99.442, 99.330
86.500, 13.654, 15.200, 16.021, 15.703, 15.703, 15.703, 15.607, 16.170, 16.428, 99.669, 99.944, 99.154, 99.948, 99.948, 99.948, 99.496, 99.928, 99.861, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 0.093, 11.307, 11.326, 11.573, 11.493, 11.493, 11.493, 11.125, 11.624, 11.597, 0.093, 0.120, 0.394, 0.169, 0.169, 0.169, 0.049, 0.209, 0.242, 98.765, 99.357, 97.919, 99.476, 99.476, 99.476, 98.338, 99.431, 99.316
86.600, 13.612, 15.164, 15.967, 15.655, 15.655, 15.655, 15.565, 16.158, 16.362, 99.662, 99.940, 99.132, 99.945, 99.945, 99.945, 99.476, 99.924, 99.857, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.091, 11.282, 11.301, 11.547, 11.471, 11.471, 11.471, 11.102, 11.599, 11.576, 0.091, 0.120, 0.391, 0.167, 0.167, 0.167, 0.048, 0.208, 0.240, 98.737, 99.343, 97.880, 99.461, 99.461, 99.461, 98.300, 99.416, 99.304
86.700, 13.546, 15.122, 15.913, 15.601, 15.601, 15.601, 15.481, 16.128, 16.290, 99.658, 99.938, 99.112, 99.940, 99.940, 99.940, 99.458, 99.924, 99.854, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.087, 11.258, 11.278, 11.522, 11.449, 11.449, 11.449, 11.077, 11.579, 11.553, 0.089, 0.118, 0.385, 0.164, 0.164, 0.164, 0.048, 0.205, 0.239, 98.712, 99.323, 97.849, 99.447, 99.447, 99.447, 98.264, 99.403, 99.288
86.800, 13.492, 15.092, 15.859, 15.589, 15.589, 15.589, 15.445, 16.110, 16.242, 99.651, 99.934, 99.093, 99.938, 99.938, 99.938, 99.442, 99.920, 99.848, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.082, 11.232, 11.253, 11.497, 11.424, 11.424, 11.424, 11.052, 11.555, 11.529, 0.088, 0.116, 0.382, 0.164, 0.164, 0.164, 0.047, 0.203, 0.236, 98.681, 99.302, 97.814, 99.431, 99.431, 99.431, 98.230, 99.392, 99.268
86.900, 13.456, 15.020, 15.847, 15.541, 15.541, 15.541, 15.404, 16.069, 16.224, 99.644, 99.933, 99.073, 99.935, 99.935, 99.935, 99.423, 99.915, 99.842, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.076, 11.205, 11.227, 11.472, 11.400, 11.400, 11.400, 11.028, 11.530, 11.509, 0.087, 0.115, 0.379, 0.162, 0.162, 0.162, 0.047, 0.201, 0.233, 98.650, 99.288, 97.774, 99.418, 99.418, 99.418, 98.194, 99.375, 99.254
87.000, 13.420, 14.954, 15.817, 15.511, 15.511, 15.511, 15.374, 16.015, 16.194, 99.639, 99.931, 99.056, 99.934, 99.934, 99.934, 99.407, 99.910, 99.838, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.070, 11.178, 11.203, 11.446, 11.375, 11.375, 11.375, 11.006, 11.506, 11.487, 0.085, 0.114, 0.378, 0.160, 0.160, 0.160, 0.046, 0.201, 0.231, 98.626, 99.268, 97.738, 99.401, 99.401, 99.401, 98.160, 99.357, 99.241
87.100, 13.372, 14.876, 15.799, 15.469, 15.469, 15.469, 15.296, 15.973, 16.152, 99.632, 99.930, 99.038, 99.929, 99.929, 99.929, 99.383, 99.906, 99.834, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.066, 11.150, 11.178, 11.418, 11.351, 11.351, 11.351, 10.982, 11.483, 11.466, 0.082, 0.112, 0.376, 0.159, 0.159, 0.159, 0.046, 0.199, 0.229, 98.595, 99.249, 97.703, 99.384, 99.384, 99.384, 98.124, 99.342, 99.227
87.200, 13.337, 14.840, 15.763, 15.421, 15.421, 15.421, 15.242, 15.937, 16.075, 99.623, 99.927, 99.021, 99.927, 99.927, 99.927, 99.365, 99.902, 99.830, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.066, 11.122, 11.152, 11.392, 11.329, 11.329, 11.329, 10.960, 11.458, 11.443, 0.082, 0.111, 0.373, 0.158, 0.158, 0.158, 0.045, 0.197, 0.228, 98.561, 99.230, 97.668, 99.370, 99.370, 99.370, 98.096, 99.325, 99.212
87.300, 13.283, 14.768, 15.691, 15.398, 15.398, 15.398, 15.194, 15.907, 16.039, 99.613, 99.924, 98.996, 99.923, 99.923, 99.923, 99.340, 99.898, 99.825, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.058, 11.095, 11.127, 11.366, 11.304, 11.304, 11.304, 10.936, 11.436, 11.418, 0.079, 0.110, 0.368, 0.157, 0.157, 0.157, 0.044, 0.196, 0.226, 98.527, 99.212, 97.632, 99.352, 99.352, 99.352, 98.060, 99.305, 99.197
87.400, 13.259, 14.703, 15.625, 15.374, 15.374, 15.374, 15.104, 15.877, 15.997, 99.603, 99.919, 98.974, 99.920, 99.920, 99.920, 99.317, 99.893, 99.822, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.056, 11.070, 11.103, 11.340, 11.280, 11.280, 11.280, 10.913, 11.412, 11.395, 0.079, 0.108, 0.366, 0.153, 0.153, 0.153, 0.043, 0.195, 0.224, 98.495, 99.195, 97.591, 99.334, 99.334, 99.334, 98.022, 99.286, 99.183
87.500, 13.193, 14.661, 15.607, 15.314, 15.314, 15.314, 15.068, 15.823, 15.949, 99.595, 99.916, 98.951, 99.916, 99.916, 99.916, 99.301, 99.889, 99.818, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.006, 0.054, 11.043, 11.077, 11.314, 11.257, 11.257, 11.257, 10.889, 11.388, 11.374, 0.078, 0.106, 0.364, 0.152, 0.152, 0.152, 0.043, 0.193, 0.223, 98.468, 99.171, 97.557, 99.315, 99.315, 99.315, 97.989, 99.271, 99.166
87.600, 13.163, 14.619, 15.577, 15.284, 15.284, 15.284, 15.032, 15.775, 15.907, 99.588, 99.912, 98.926, 99.913, 99.913, 99.913, 99.282, 99.886, 99.811, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.054, 11.018, 11.052, 11.288, 11.235, 11.235, 11.235, 10.865, 11.363, 11.350, 0.077, 0.104, 0.362, 0.150, 0.150, 0.150, 0.042, 0.192, 0.221, 98.434, 99.145, 97.518, 99.296, 99.296, 99.296, 97.955, 99.257, 99.145
87.700, 13.127, 14.571, 15.535, 15.224, 15.224, 15.224, 14.972, 15.763, 15.877, 99.580, 99.906, 98.909, 99.909, 99.909, 99.909, 99.263, 99.882, 99.806, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.052, 10.993, 11.026, 11.262, 11.212, 11.212, 11.212, 10.842, 11.338, 11.327, 0.075, 0.101, 0.358, 0.148, 0.148, 0.148, 0.042, 0.189, 0.218, 98.405, 99.119, 97.484, 99.277, 99.277, 99.277, 97.921, 99.238, 99.127
87.800, 13.091, 14.505, 15.499, 15.164, 15.164, 15.164, 14.942, 15.733, 15.871, 99.574, 99.901, 98.886, 99.904, 99.904, 99.904, 99.245, 99.880, 99.802, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.002, 0.047, 10.966, 11.000, 11.235, 11.189, 11.189, 11.189, 10.819, 11.314, 11.303, 0.073, 0.098, 0.356, 0.146, 0.146, 0.146, 0.041, 0.187, 0.217, 98.373, 99.097, 97.443, 99.262, 99.262, 99.262, 97.889, 99.224, 99.107
87.900, 13.049, 14.415, 15.457, 15.122, 15.122, 15.122, 14.894, 15.673, 15.817, 99.565, 99.895, 98.863, 99.899, 99.899, 99.899, 99.224, 99.872, 99.794, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.002, 0.047, 10.936, 10.976, 11.208, 11.164, 11.164, 11.164, 10.795, 11.291, 11.280, 0.072, 0.097, 0.350, 0.145, 0.145, 0.145, 0.040, 0.185, 0.215, 98.340, 99.071, 97.402, 99.242, 99.242, 99.242, 97.854, 99.204, 99.086
88.000, 13.001, 14.361, 15.404, 15.056, 15.056, 15.056, 14.828, 15.625, 15.751, 99.557, 99.886, 98.843, 99.896, 99.896, 99.896, 99.197, 99.869, 99.787, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.047, 10.910, 10.949, 11.182, 11.139, 11.139, 11.139, 10.770, 11.267, 11.256, 0.071, 0.096, 0.347, 0.142, 0.142, 0.142, 0.039, 0.181, 0.214, 98.306, 99.042, 97.361, 99.223, 99.223, 99.223, 97.811, 99.189, 99.060
88.100, 12.929, 14.325, 15.326, 15.020, 15.020, 15.020, 14.768, 15.589, 15.709, 99.545, 99.882, 98.818, 99.890, 99.890, 99.890, 99.170, 99.865, 99.777, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.043, 10.883, 10.923, 11.158, 11.113, 11.113, 11.113, 10.748, 11.242, 11.231, 0.070, 0.096, 0.344, 0.140, 0.140, 0.140, 0.038, 0.179, 0.212, 98.269, 99.021, 97.319, 99.200, 99.200, 99.200, 97.775, 99.175, 99.035
88.200, 12.869, 14.283, 15.284, 14.966, 14.966, 14.966, 14.721, 15.529, 15.685, 99.536, 99.878, 98.802, 99.884, 99.884, 99.884, 99.146, 99.859, 99.770, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.041, 10.857, 10.898, 11.133, 11.088, 11.088, 11.088, 10.723, 11.218, 11.205, 0.069, 0.095, 0.342, 0.139, 0.139, 0.139, 0.038, 0.177, 0.209, 98.232, 98.997, 97.282, 99.180, 99.180, 99.180, 97.734, 99.155, 99.014
88.300, 12.839, 14.235, 15.248, 14.960, 14.960, 14.960, 14.655, 15.469, 15.643, 99.527, 99.874, 98.782, 99.880, 99.880, 99.880, 99.118, 99.854, 99.763, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.039, 10.831, 10.871, 11.107, 11.063, 11.063, 11.063, 10.699, 11.193, 11.183, 0.067, 0.092, 0.338, 0.137, 0.137, 0.137, 0.038, 0.176, 0.207, 98.195, 98.974, 97.247, 99.160, 99.160, 99.160, 97.694, 99.134, 98.991
88.400, 12.803, 14.151, 15.218, 14.918, 14.918, 14.918, 14.601, 15.439, 15.589, 99.519, 99.871, 98.758, 99.875, 99.875, 99.875, 99.097, 99.849, 99.758, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.035, 10.804, 10.845, 11.083, 11.038, 11.038, 11.038, 10.675, 11.168, 11.157, 0.066, 0.091, 0.336, 0.135, 0.135, 0.135, 0.038, 0.174, 0.207, 98.167, 98.952, 97.202, 99.139, 99.139, 99.139, 97.656, 99.110, 98.969
88.500, 12.761, 14.091, 15.188, 14.870, 14.870, 14.870, 14.577, 15.410, 15.523, 99.508, 99.865, 98.742, 99.872, 99.872, 99.872, 99.075, 99.842, 99.750, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.033, 10.778, 10.819, 11.057, 11.013, 11.013, 11.013, 10.652, 11.143, 11.132, 0.065, 0.091, 0.333, 0.132, 0.132, 0.132, 0.036, 0.172, 0.205, 98.134, 98.923, 97.167, 99.118, 99.118, 99.118, 97.617, 99.085, 98.945
88.600, 12.707, 14.055, 15.146, 14.828, 14.828, 14.828, 14.523, 15.368, 15.487, 99.498, 99.858, 98.719, 99.867, 99.867, 99.867, 99.044, 99.837, 99.743, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.031, 10.750, 10.791, 11.033, 10.988, 10.988, 10.988, 10.627, 11.118, 11.105, 0.063, 0.090, 0.331, 0.129, 0.129, 0.129, 0.035, 0.170, 0.204, 98.090, 98.888, 97.129, 99.096, 99.096, 99.096, 97.575, 99.067, 98.923
88.700, 12.648, 13.996, 15.116, 14.786, 14.786, 14.786, 14.445, 15.320, 15.421, 99.487, 99.852, 98.700, 99.862, 99.862, 99.862, 99.027, 99.834, 99.737, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.029, 10.723, 10.765, 11.007, 10.963, 10.963, 10.963, 10.602, 11.093, 11.081, 0.063, 0.088, 0.330, 0.128, 0.128, 0.128, 0.034, 0.169, 0.200, 98.046, 98.863, 97.091, 99.074, 99.074, 99.074, 97.537, 99.041, 98.897
88.800, 12.600, 13.942, 15.092, 14.744, 14.744, 14.744, 14.397, 15.266, 15.380, 99.479, 99.845, 98.682, 99.856, 99.856, 99.856, 99.000, 99.830, 99.728, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, 10.697, 10.737, 10.980, 10.937, 10.937, 10.937, 10.579, 11.067, 11.057, 0.063, 0.087, 0.328, 0.127, 0.127, 0.127, 0.034, 0.167, 0.199, 98.007, 98.832, 97.050, 99.048, 99.048, 99.048, 97.494, 99.019, 98.874
88.900, 12.552, 13.882, 15.050, 14.685, 14.685, 14.685, 14.337, 15.242, 15.308, 99.468, 99.838, 98.655, 99.850, 99.850, 99.850, 98.975, 99.825, 99.725, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, 10.671, 10.709, 10.952, 10.910, 10.910, 10.910, 10.555, 11.042, 11.034, 0.061, 0.085, 0.326, 0.126, 0.126, 0.126, 0.032, 0.166, 0.196, 97.960, 98.795, 97.004, 99.019, 99.019, 99.019, 97.460, 98.993, 98.854
89.000, 12.480, 13.846, 15.008, 14.643, 14.643, 14.643, 14.277, 15.194, 15.236, 99.457, 99.833, 98.621, 99.844, 99.844, 99.844, 98.948, 99.816, 99.720, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.027, 10.644, 10.681, 10.925, 10.882, 10.882, 10.882, 10.530, 11.017, 11.008, 0.060, 0.084, 0.324, 0.125, 0.125, 0.125, 0.032, 0.164, 0.193, 97.915, 98.765, 96.952, 98.990, 98.990, 98.990, 97.422, 98.967, 98.831
89.100, 12.438, 13.774, 14.936, 14.601, 14.601, 14.601, 14.235, 15.146, 15.176, 99.448, 99.821, 98.593, 99.837, 99.837, 99.837, 98.919, 99.811, 99.713, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.025, 10.617, 10.656, 10.898, 10.852, 10.852, 10.852, 10.507, 10.991, 10.981, 0.060, 0.083, 0.321, 0.123, 0.123, 0.123, 0.032, 0.162, 0.190, 97.877, 98.726, 96.906, 98.960, 98.960, 98.960, 97.378, 98.938, 98.800
89.200, 12.396, 13.696, 14.888, 14.565, 14.565, 14.565, 14.151, 15.092, 15.140, 99.437, 99.814, 98.571, 99.830, 99.830, 99.830, 98.896, 99.808, 99.706, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.025, 10.589, 10.627, 10.872, 10.824, 10.824, 10.824, 10.482, 10.967, 10.955, 0.059, 0.083, 0.318, 0.123, 0.123, 0.123, 0.031, 0.158, 0.189, 97.828, 98.693, 96.863, 98.932, 98.932, 98.932, 97.337, 98.917, 98.772
89.300, 12.360, 13.612, 14.834, 14.529, 14.529, 14.529, 14.085, 15.026, 15.086, 99.428, 99.808, 98.544, 99.822, 99.822, 99.822, 98.873, 99.800, 99.698, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 10.562, 10.600, 10.846, 10.799, 10.799, 10.799, 10.459, 10.941, 10.929, 0.058, 0.081, 0.314, 0.122, 0.122, 0.122, 0.031, 0.158, 0.187, 97.789, 98.665, 96.815, 98.907, 98.907, 98.907, 97.298, 98.891, 98.744
89.400, 12.300, 13.552, 14.792, 14.475, 14.475, 14.475, 14.032, 14.996, 15.026, 99.415, 99.799, 98.515, 99.818, 99.818, 99.818, 98.844, 99.794, 99.694, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 10.532, 10.573, 10.820, 10.773, 10.773, 10.773, 10.434, 10.915, 10.901, 0.057, 0.079, 0.312, 0.120, 0.120, 0.120, 0.030, 0.157, 0.186, 97.742, 98.634, 96.770, 98.877, 98.877, 98.877, 97.252, 98.868, 98.720
89.500, 12.246, 13.516, 14.762, 14.427, 14.427, 14.427, 13.972, 14.960, 14.972, 99.401, 99.794, 98.497, 99.810, 99.810, 99.810, 98.815, 99.788, 99.684, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 10.504, 10.545, 10.795, 10.745, 10.745, 10.745, 10.410, 10.888, 10.875, 0.055, 0.078, 0.309, 0.119, 0.119, 0.119, 0.030, 0.154, 0.184, 97.688, 98.602, 96.722, 98.842, 98.842, 98.842, 97.207, 98.837, 98.691
89.600, 12.210, 13.474, 14.721, 14.355, 14.355, 14.355, 13.876, 14.924, 14.936, 99.390, 99.787, 98.471, 99.805, 99.805, 99.805, 98.787, 99.777, 99.674, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 10.475, 10.517, 10.765, 10.718, 10.718, 10.718, 10.385, 10.862, 10.847, 0.054, 0.076, 0.306, 0.117, 0.117, 0.117, 0.029, 0.153, 0.182, 97.642, 98.565, 96.671, 98.807, 98.807, 98.807, 97.161, 98.804, 98.656
89.700, 12.150, 13.390, 14.685, 14.313, 14.313, 14.313, 13.798, 14.888, 14.924, 99.377, 99.777, 98.444, 99.799, 99.799, 99.799, 98.761, 99.766, 99.665, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 10.448, 10.488, 10.738, 10.691, 10.691, 10.691, 10.359, 10.834, 10.820, 0.054, 0.076, 0.304, 0.114, 0.114, 0.114, 0.028, 0.153, 0.181, 97.591, 98.524, 96.617, 98.779, 98.779, 98.779, 97.115, 98.776, 98.624
89.800, 12.084, 13.343, 14.649, 14.283, 14.283, 14.283, 13.726, 14.840, 14.852, 99.367, 99.771, 98.421, 99.793, 99.793, 99.793, 98.728, 99.758, 99.657, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 10.419, 10.460, 10.711, 10.664, 10.664, 10.664, 10.335, 10.807, 10.793, 0.053, 0.074, 0.301, 0.112, 0.112, 0.112, 0.028, 0.152, 0.181, 97.549, 98.484, 96.572, 98.743, 98.743, 98.743, 97.065, 98.744, 98.592
89.900, 12.018, 13.271, 14.619, 14.241, 14.241, 14.241, 13.654, 14.792, 14.804, 99.355, 99.765, 98.392, 99.786, 99.786, 99.786, 98.698, 99.751, 99.648, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 10.391, 10.432, 10.684, 10.637, 10.637, 10.637, 10.310, 10.779, 10.767, 0.051, 0.073, 0.297, 0.111, 0.111, 0.111, 0.027, 0.151, 0.180, 97.504, 98.444, 96.520, 98.710, 98.710, 98.710, 97.015, 98.707, 98.557
90.000, 11.965, 13.217, 14.589, 14.181, 14.181, 14.181, 13.528, 14.726, 14.744, 99.336, 99.755, 98.363, 99.778, 99.778, 99.778, 98.673, 99.746, 99.638, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 10.361, 10.405, 10.656, 10.609, 10.609, 10.609, 10.287, 10.754, 10.739, 0.049, 0.072, 0.293, 0.111, 0.111, 0.111, 0.026, 0.149, 0.177, 97.450, 98.402, 96.470, 98.678, 98.678, 98.678, 96.971, 98.676, 98.523
90.100, 11.863, 13.151, 14.559, 14.145, 14.145, 14.145, 13.420, 14.685, 14.691, 99.321, 99.747, 98.329, 99.773, 99.773, 99.773, 98.646, 99.739, 99.629, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.010, 10.331, 10.376, 10.629, 10.583, 10.583, 10.583, 10.263, 10.727, 10.711, 0.049, 0.071, 0.290, 0.109, 0.109, 0.109, 0.025, 0.147, 0.174, 97.399, 98.360, 96.418, 98.649, 98.649, 98.649, 96.925, 98.642, 98.487
90.200, 11.773, 13.079, 14.505, 14.073, 14.073, 14.073, 13.277, 14.655, 14.643, 99.311, 99.738, 98.295, 99.766, 99.766, 99.766, 98.617, 99.729, 99.619, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 10.302, 10.347, 10.601, 10.556, 10.556, 10.556, 10.240, 10.700, 10.684, 0.046, 0.070, 0.287, 0.106, 0.106, 0.106, 0.025, 0.144, 0.173, 97.348, 98.320, 96.364, 98.614, 98.614, 98.614, 96.880, 98.613, 98.454
